Recognised Vehicle Name,Brand,Model,Year,Category,Engine,Transmission,Mileage km per full tank,Hybrid,Fuel Type,Oil Consumption Km per L,Boot Space L,Airbags,Seating Capacity,Fuel Tank Capacity L,Common Errors,Similar Vehicles,Market Price LKR
Nissan Leaf 2023,Nissan,Leaf,2023,Pickup,2.4L I4,Automatic,471,No,Petrol,16.9,289,10,6,40,AC compressor failure; Turbocharger lag; Brake pad wear prematurely; Timing chain stretch; Airbag sensor warning,BMW X3; Land Rover Range Rover Sport; Audi A6,7437240.00
Mitsubishi Eclipse Cross 2011,Mitsubishi,Eclipse Cross,2011,Convertible,1.6L I4,CVT,681,Yes,Petrol,11.2,382,6,7,40,Transmission jerking; Infotainment touchscreen lag; Oil leak from valve cover; Head gasket issue; Coolant leak,Chevrolet Silverado; Porsche Panamera; Ford Edge,2336040.00
Honda CR-V 2003,Honda,CR-V,2003,Pickup,1.8L I4,6-Speed Automatic,447,No,Electric,11.4,622,6,2,75,Hybrid battery cell imbalance; Coolant leak; Oil leak from valve cover; Head gasket issue; DPF clogging (diesel),Jeep Wrangler; Mercedes-Benz C-Class; Honda Odyssey,1487520.00
BMW i4 2005,BMW,i4,2005,Pickup,1.5L I4,CVT,522,Yes,Petrol,8.2,430,8,2,40,Timing chain stretch; Airbag sensor warning; Starter motor issues; Coolant leak; Infotainment touchscreen lag,Mazda CX-5; Jeep Wrangler; Toyota Hilux,860040.00
Volvo C40 2009,Volvo,C40,2009,Convertible,Electric Dual Motor,Manual,334,Yes,Diesel,,236,4,4,,Exhaust manifold crack; Power steering leak; AC compressor failure; Battery degradation; Turbocharger lag,Subaru BRZ; Porsche Taycan; Mercedes-Benz S-Class,2197800.00
Subaru WRX 2004,Subaru,WRX,2004,MPV,1.0L I3,6-Speed Automatic,536,No,Petrol,9.6,406,10,5,65,Brake pad wear prematurely; Infotainment touchscreen lag; Fuel injector clogging; Hybrid battery cell imbalance; Alternator failure,Hyundai Santa Fe; Volvo XC40; Toyota Supra,1494360.00
Jeep Renegade 2020,Jeep,Renegade,2020,SUV,4.0L V8,Automatic,457,Yes,Diesel,15.4,410,4,7,60,Brake pad wear prematurely; Exhaust manifold crack; Transmission jerking; Battery degradation; Window regulator failure,Audi A8; Volkswagen Polo; Audi A3,3114000.00
Volvo S60 2000,Volvo,S60,2000,Coupe,2.0L I4,Automatic,505,No,Petrol,15.2,668,8,7,50,Power steering leak; Airbag sensor warning; Coolant leak; Transmission jerking; Timing chain stretch,Nissan Maxima; Toyota Corolla; Toyota Supra,360000.00
Jaguar XE 2000,Jaguar,XE,2000,MPV,2.4L I4,Manual,627,No,Petrol,9.6,254,6,4,55,DPF clogging (diesel); Battery degradation; Turbocharger lag; Fuel injector clogging; Airbag sensor warning,Toyota Land Cruiser; Hyundai Ioniq; Toyota Corolla Cross,1485720.00
Nissan Juke 2004,Nissan,Juke,2004,Pickup,2.4L I4,Dual-Clutch (DCT),461,No,Petrol,14.8,231,8,4,40,Alternator failure; Turbocharger lag; Timing chain stretch; Window regulator failure; Fuel injector clogging,Toyota Land Cruiser; Mitsubishi Eclipse Cross; Ford Edge,372600.00
Chevrolet Camaro 2002,Chevrolet,Camaro,2002,Convertible,4.0L V8,6-Speed Automatic,415,Yes,Petrol,12.7,379,2,7,40,Turbocharger lag; Fuel injector clogging; Transmission jerking; Power steering leak; Brake pad wear prematurely,Volkswagen ID.4; Toyota Yaris; Hyundai Elantra,1859040.00
BMW X1 2022,BMW,X1,2022,Sedan,Electric Motor (single),Manual,588,No,Petrol,,772,8,4,,Oil leak from valve cover; Transmission jerking; Battery degradation; Turbocharger lag; Coolant leak,Mitsubishi Outlander; Mercedes-Benz E-Class; Mazda 3,10573920.00
Tesla Model Y 2018,Tesla,Model Y,2018,Crossover,4.0L V8,CVT,577,No,Petrol,14.7,706,10,6,65,DPF clogging (diesel); Turbocharger lag; Fuel injector clogging; Starter motor issues; Infotainment touchscreen lag,Mitsubishi Lancer; Volvo XC40; Mercedes-Benz S-Class,7261920.00
Ford Focus 2016,Ford,Focus,2016,Coupe,1.6L I4,8-Speed Automatic,676,No,Petrol,16.5,787,4,4,70,Turbocharger lag; DPF clogging (diesel); Alternator failure; Head gasket issue; Oil leak from valve cover,Nissan Maxima; Toyota Camry; Volkswagen Tiguan,2896560.00
Mitsubishi Mirage 2005,Mitsubishi,Mirage,2005,Coupe,2.2L I4 Turbo,6-Speed Automatic,650,No,Petrol,16,761,8,7,70,Timing chain stretch; Exhaust manifold crack; Battery degradation; DPF clogging (diesel); Alternator failure,Volvo XC40; Chevrolet Corvette; BMW 5 Series,360000.00
Toyota Corolla Cross 2025,Toyota,Corolla Cross,2025,SUV,1.5L I4,Dual-Clutch (DCT),868,Yes,Electric,10.4,615,6,4,80,Alternator failure; Brake pad wear prematurely; AC compressor failure; Coolant leak; Head gasket issue,Nissan Pathfinder; BMW i4; BMW 5 Series,13089600.00
Honda Accord 2008,Honda,Accord,2008,Convertible,Electric Motor (single),Manual,483,No,Electric,,507,6,6,,Battery degradation; Brake pad wear prematurely; Transmission jerking; DPF clogging (diesel); Power steering leak,Ford Mustang; Porsche 911; Toyota Corolla Cross,1863000.00
Land Rover Velar 2000,Land Rover,Velar,2000,Crossover,2.4L I4,6-Speed Automatic,840,No,Diesel,15.7,632,10,7,65,Power steering leak; AC compressor failure; Hybrid battery cell imbalance; Oil leak from valve cover; Airbag sensor warning,Honda Pilot; Mitsubishi Pajero; Volkswagen Polo,1796760.00
Mitsubishi Lancer 2002,Mitsubishi,Lancer,2002,Hatchback,2.2L I4 Turbo,6-Speed Automatic,632,No,Petrol,14,680,2,5,60,Coolant leak; Window regulator failure; Brake pad wear prematurely; DPF clogging (diesel); Alternator failure,Nissan Navara; Toyota Supra; Porsche Cayenne,360000.00
Jeep Wrangler 2016,Jeep,Wrangler,2016,MPV,1.8L I4,Dual-Clutch (DCT),756,No,Diesel,13.4,249,6,7,45,Head gasket issue; Power steering leak; Suspension noise; Window regulator failure; Transmission jerking,Mercedes-Benz E-Class; Ford Mustang; Hyundai Kona,3464640.00
Jaguar XJ 2013,Jaguar,XJ,2013,SUV,1.5L I4,6-Speed Automatic,895,No,Petrol,12.9,205,8,8,50,Hybrid battery cell imbalance; Oil leak from valve cover; Transmission jerking; Suspension noise; Timing chain stretch,Porsche 911; Audi A8; Volvo S60,2932560.00
Nissan Altima 2005,Nissan,Altima,2005,Sedan,1.6L I4,Automatic,624,No,Diesel,12.3,737,6,8,80,Alternator failure; DPF clogging (diesel); Power steering leak; Oil leak from valve cover; Fuel injector clogging,Land Rover Velar; Honda Civic; Ford Edge,915120.00
Honda Fit 2021,Honda,Fit,2021,Convertible,3.5L V6,Dual-Clutch (DCT),659,No,Diesel,16.8,323,2,4,45,Exhaust manifold crack; Suspension noise; Brake pad wear prematurely; Window regulator failure; Battery degradation,Volkswagen Arteon; Mitsubishi Eclipse Cross; Honda Civic,5621400.00
Mercedes-Benz GLS 2003,Mercedes-Benz,GLS,2003,Pickup,1.2L I4,Automatic,475,No,Petrol,11.9,580,2,7,40,Alternator failure; Head gasket issue; Fuel injector clogging; Exhaust manifold crack; AC compressor failure,Chevrolet Malibu; Kia Stinger; Volkswagen Golf,627840.00
Land Rover Range Rover Sport 2021,Land Rover,Range Rover Sport,2021,Crossover,Electric Dual Motor,Dual-Clutch (DCT),350,No,Diesel,,754,2,4,,Starter motor issues; Head gasket issue; Airbag sensor warning; Turbocharger lag; Power steering leak,Honda Accord; Mercedes-Benz S-Class; Volkswagen Golf,9250200.00
Mazda MX-5 2020,Mazda,MX-5,2020,MPV,3.5L V6,Automatic,608,Yes,Petrol,16.7,604,2,4,65,Hybrid battery cell imbalance; Window regulator failure; Timing chain stretch; Starter motor issues; Power steering leak,Porsche Taycan; Jeep Compass; Mercedes-Benz C-Class,5086440.00
Audi Q3 2015,Audi,Q3,2015,Sedan,1.4L I4,Dual-Clutch (DCT),613,Yes,Petrol,16.9,349,2,5,60,Hybrid battery cell imbalance; Fuel injector clogging; Window regulator failure; Infotainment touchscreen lag; Transmission jerking,Kia EV6; Kia Sportage; Mitsubishi Outlander,4935600.00
Volvo XC40 2012,Volvo,XC40,2012,Coupe,1.6L I4,Dual-Clutch (DCT),446,No,Electric,13.3,264,6,8,60,Fuel injector clogging; Transmission jerking; Head gasket issue; Timing chain stretch; Infotainment touchscreen lag,Audi Q7; BMW 5 Series; Subaru Impreza,2683800.00
Hyundai Sonata 2010,Hyundai,Sonata,2010,MPV,5.0L V8,CVT,706,No,Petrol,15.7,342,6,4,65,Coolant leak; Airbag sensor warning; Infotainment touchscreen lag; Brake pad wear prematurely; Window regulator failure,Jaguar XJ; Mercedes-Benz GLS; Nissan GT-R,1781280.00
Hyundai Palisade 2007,Hyundai,Palisade,2007,Coupe,2.0L I4,8-Speed Automatic,493,No,Diesel,11.7,601,8,8,60,Exhaust manifold crack; Window regulator failure; Coolant leak; Infotainment touchscreen lag; Starter motor issues,Honda Accord; Volkswagen Polo; Nissan Pathfinder,513720.00
Subaru Legacy 2012,Subaru,Legacy,2012,Pickup,1.0L I3,Manual,815,No,Diesel,12.5,763,10,5,80,Exhaust manifold crack; DPF clogging (diesel); Brake pad wear prematurely; Fuel injector clogging; Oil leak from valve cover,Porsche 911; Nissan Maxima; Mitsubishi Pajero,1629000.00
Mazda CX-3 2003,Mazda,CX-3,2003,Hatchback,1.6L I4,Automatic,585,No,Electric,8.4,271,6,2,80,Coolant leak; Fuel injector clogging; Starter motor issues; Alternator failure; DPF clogging (diesel),Ford Mustang; Ford EcoSport; Toyota RAV4,360000.00
Nissan GT-R 2019,Nissan,GT-R,2019,Convertible,2.4L I4,CVT,523,No,Petrol,13.7,473,10,5,55,Starter motor issues; AC compressor failure; Coolant leak; Infotainment touchscreen lag; Timing chain stretch,Mazda CX-30; BMW X7; Toyota Hilux,3180600.00
Mercedes-Benz C-Class 2018,Mercedes-Benz,C-Class,2018,Hatchback,2.4L I4,Dual-Clutch (DCT),448,No,Petrol,10.4,369,4,4,60,Alternator failure; AC compressor failure; Timing chain stretch; Transmission jerking; DPF clogging (diesel),Mazda CX-30; Volvo V60; Audi A3,6182280.00
Audi A4 2002,Audi,A4,2002,Crossover,5.0L V8,6-Speed Automatic,626,No,Diesel,16.5,589,2,7,60,Brake pad wear prematurely; Power steering leak; DPF clogging (diesel); Head gasket issue; Infotainment touchscreen lag,Toyota Land Cruiser; Porsche Panamera; Porsche Cayenne,615240.00
Jaguar F-Pace 2014,Jaguar,F-Pace,2014,SUV,2.0L I4,CVT,760,Yes,Diesel,14.8,372,8,4,55,Infotainment touchscreen lag; Battery degradation; Hybrid battery cell imbalance; Fuel injector clogging; Timing chain stretch,Hyundai Kona; Audi Q3; Mazda 6,4505760.00
Jaguar F-Pace 2000,Jaguar,F-Pace,2000,Hatchback,2.2L I4 Turbo,6-Speed Automatic,631,No,Petrol,13.7,568,8,2,75,DPF clogging (diesel); Window regulator failure; Airbag sensor warning; Turbocharger lag; Coolant leak,Subaru Impreza; Audi A8; Volkswagen Arteon,360000.00
Tesla Model X 2015,Tesla,Model X,2015,Pickup,1.8L I4,Automatic,837,No,Petrol,13.3,400,2,6,65,Oil leak from valve cover; Timing chain stretch; Turbocharger lag; Suspension noise; Coolant leak,Ford Escape; Volkswagen Polo; Honda HR-V,5347080.00
Volvo V60 2014,Volvo,V60,2014,SUV,1.6L I4,CVT,839,No,Diesel,9.9,619,6,4,80,Turbocharger lag; Timing chain stretch; Airbag sensor warning; Oil leak from valve cover; Suspension noise,Mitsubishi Outlander; Land Rover Range Rover Sport; Mercedes-Benz S-Class,3247560.00
Audi A3 2025,Audi,A3,2025,Hatchback,2.0L I4,8-Speed Automatic,434,No,Petrol,15.8,746,2,6,80,Battery degradation; Suspension noise; Starter motor issues; Exhaust manifold crack; Timing chain stretch,Toyota RAV4; Kia EV6; Mercedes-Benz GLE,17800560.00
Volkswagen Touareg 2000,Volkswagen,Touareg,2000,SUV,1.2L I4,Dual-Clutch (DCT),485,Yes,Petrol,9.3,576,10,5,75,Timing chain stretch; Window regulator failure; Suspension noise; Alternator failure; Airbag sensor warning,Ford Mustang; Honda Civic; Mazda 6,360000.00
Chevrolet Silverado 2009,Chevrolet,Silverado,2009,Crossover,Electric Motor (single),8-Speed Automatic,502,No,Diesel,,613,10,6,,Head gasket issue; Battery degradation; Hybrid battery cell imbalance; Fuel injector clogging; DPF clogging (diesel),Porsche Macan; Porsche Panamera; Nissan Navara,440280.00
Ford Escape 2002,Ford,Escape,2002,Hatchback,3.5L V6,CVT,709,No,Petrol,11,224,6,6,55,AC compressor failure; Brake pad wear prematurely; DPF clogging (diesel); Starter motor issues; Window regulator failure,Chevrolet Equinox; Kia Cerato; Jeep Wrangler,1235160.00
Audi A6 2000,Audi,A6,2000,MPV,2.2L I4 Turbo,Dual-Clutch (DCT),649,No,Petrol,11.7,409,8,4,70,Oil leak from valve cover; Timing chain stretch; Starter motor issues; Alternator failure; Transmission jerking,Ford Ranger; Subaru WRX; Mitsubishi Lancer,661320.00
Subaru BRZ 2013,Subaru,BRZ,2013,MPV,1.4L I4,8-Speed Automatic,581,No,Petrol,8.4,690,2,5,65,Brake pad wear prematurely; Transmission jerking; Head gasket issue; Suspension noise; AC compressor failure,Chevrolet Traverse; Volkswagen ID.4; Ford EcoSport,858600.00
Toyota Corolla Cross 2006,Toyota,Corolla Cross,2006,SUV,3.5L V6,Manual,606,No,Petrol,11.5,534,6,5,40,Head gasket issue; Exhaust manifold crack; Alternator failure; Window regulator failure; Power steering leak,Jaguar XE; Ford Mustang; Porsche Cayenne,1029600.00
Honda CR-V 2012,Honda,CR-V,2012,Crossover,3.0L V6,6-Speed Automatic,774,No,Petrol,9.4,401,2,7,70,Fuel injector clogging; Hybrid battery cell imbalance; Timing chain stretch; Oil leak from valve cover; Head gasket issue,Toyota Prius; Chevrolet Malibu; BMW X1,1261080.00
Mazda CX-30 2006,Mazda,CX-30,2006,Convertible,5.0L V8,Automatic,680,No,Electric,10.1,267,4,2,60,Power steering leak; Turbocharger lag; Timing chain stretch; Window regulator failure; Suspension noise,Porsche Cayman; Nissan Juke; Honda HR-V,1776240.00
Jeep Cherokee 2023,Jeep,Cherokee,2023,MPV,3.5L V6,Dual-Clutch (DCT),695,No,Diesel,16.1,538,6,7,50,Exhaust manifold crack; Head gasket issue; Fuel injector clogging; Timing chain stretch; Airbag sensor warning,Toyota Land Cruiser; Land Rover Evoque; Mitsubishi ASX,6885000.00
Volkswagen Passat 2016,Volkswagen,Passat,2016,Convertible,2.5L I4,Dual-Clutch (DCT),426,No,Petrol,16.6,309,4,7,55,Timing chain stretch; Airbag sensor warning; Window regulator failure; Starter motor issues; Alternator failure,Porsche Cayenne; Subaru Legacy; Jeep Renegade,3003840.00
Subaru Outback 2018,Subaru,Outback,2018,Hatchback,3.0L V6,CVT,524,No,Petrol,17.3,267,6,2,70,Hybrid battery cell imbalance; DPF clogging (diesel); Starter motor issues; Exhaust manifold crack; Power steering leak,Tesla Model S; Mazda 2; Nissan GT-R,2255040.00
Hyundai Sonata 2015,Hyundai,Sonata,2015,Pickup,Electric Dual Motor,Dual-Clutch (DCT),520,No,Petrol,,449,10,4,,Infotainment touchscreen lag; Suspension noise; Airbag sensor warning; Hybrid battery cell imbalance; Turbocharger lag,Honda Fit; Toyota RAV4; Chevrolet Tahoe,1348200.00
Mitsubishi Eclipse Cross 2015,Mitsubishi,Eclipse Cross,2015,SUV,1.4L I4,6-Speed Automatic,426,Yes,Petrol,9.3,575,6,8,90,Turbocharger lag; Oil leak from valve cover; Suspension noise; Transmission jerking; Infotainment touchscreen lag,Ford F-150; Honda Fit; Ford Mustang,1612080.00
Jaguar XE 2006,Jaguar,XE,2006,Crossover,1.8L I4,Dual-Clutch (DCT),455,No,Petrol,16.4,273,10,5,50,Turbocharger lag; Window regulator failure; Fuel injector clogging; Suspension noise; Alternator failure,Audi A6; Hyundai Tucson; Toyota Corolla Cross,1482120.00
Subaru Forester 2021,Subaru,Forester,2021,Crossover,1.8L I4,6-Speed Automatic,814,No,Electric,11.1,610,8,4,60,Infotainment touchscreen lag; Brake pad wear prematurely; Timing chain stretch; Window regulator failure; Starter motor issues,Chevrolet Corvette; Ford F-150; Honda HR-V,7225920.00
Ford Mustang 2003,Ford,Mustang,2003,SUV,Electric Motor (single),Automatic,337,No,Petrol,,527,10,4,,Power steering leak; DPF clogging (diesel); Exhaust manifold crack; Alternator failure; Transmission jerking,BMW i4; Mitsubishi Pajero; Toyota Corolla Cross,1661040.00
Volkswagen Tiguan 2005,Volkswagen,Tiguan,2005,Convertible,Electric Dual Motor,Dual-Clutch (DCT),465,No,Petrol,,632,6,7,,Suspension noise; AC compressor failure; Airbag sensor warning; Fuel injector clogging; DPF clogging (diesel),Mitsubishi Mirage; Tesla Model 3; Chevrolet Traverse,360000.00
Ford Explorer 2007,Ford,Explorer,2007,Pickup,Electric Dual Motor,CVT,392,No,Electric,,569,6,7,,Battery degradation; Infotainment touchscreen lag; AC compressor failure; Alternator failure; Power steering leak,Porsche Macan; BMW X5; Audi A3,2158560.00
Volvo V60 2016,Volvo,V60,2016,Pickup,4.0L V8,8-Speed Automatic,622,No,Petrol,8.4,760,6,7,75,Oil leak from valve cover; Transmission jerking; Infotainment touchscreen lag; AC compressor failure; DPF clogging (diesel),Ford Edge; Mitsubishi Pajero; Jeep Renegade,4769640.00
Jeep Renegade 2007,Jeep,Renegade,2007,Pickup,3.0L V6,8-Speed Automatic,630,No,Diesel,16.5,434,10,5,70,Fuel injector clogging; AC compressor failure; Head gasket issue; Timing chain stretch; Oil leak from valve cover,Volvo XC40; Audi Q7; Mazda MX-5,360000.00
Toyota Yaris 2001,Toyota,Yaris,2001,Hatchback,1.4L I4,CVT,816,No,Diesel,8.2,513,10,8,40,Power steering leak; Exhaust manifold crack; Brake pad wear prematurely; Transmission jerking; Alternator failure,Mazda CX-5; Tesla Model S; Mercedes-Benz A-Class,360000.00
Mitsubishi Mirage 2006,Mitsubishi,Mirage,2006,Convertible,1.0L I3,6-Speed Automatic,440,No,Petrol,12.8,301,4,8,60,Suspension noise; Transmission jerking; Fuel injector clogging; DPF clogging (diesel); Airbag sensor warning,BMW X5; Mercedes-Benz E-Class; Subaru Outback,947520.00
Nissan Juke 2009,Nissan,Juke,2009,SUV,1.4L I4,Manual,847,No,Diesel,17.5,267,6,4,45,Window regulator failure; Infotainment touchscreen lag; Alternator failure; Head gasket issue; Airbag sensor warning,Nissan Navara; Mitsubishi ASX; Hyundai Tucson,1554480.00
Honda Pilot 2025,Honda,Pilot,2025,SUV,1.4L I4,CVT,598,No,Petrol,10.5,218,10,2,45,Suspension noise; Starter motor issues; Infotainment touchscreen lag; Airbag sensor warning; Brake pad wear prematurely,Subaru WRX; Toyota Supra; Tesla Model Y,11041200.00
Subaru Outback 2003,Subaru,Outback,2003,SUV,4.0L V8,Automatic,497,No,Petrol,13.9,268,4,8,75,Coolant leak; Window regulator failure; Hybrid battery cell imbalance; Infotainment touchscreen lag; Battery degradation,Ford Mustang; Ford F-150; Volvo XC40,360000.00
BMW 3 Series 2018,BMW,3 Series,2018,Coupe,3.5L V6,Manual,732,No,Petrol,8.1,522,8,2,50,Alternator failure; Head gasket issue; Coolant leak; Airbag sensor warning; Starter motor issues,Porsche Cayman; Tesla Model Y; Nissan GT-R,5869080.00
Jaguar XE 2025,Jaguar,XE,2025,MPV,3.0L V6,Automatic,674,No,Petrol,16.6,256,6,8,50,Fuel injector clogging; Hybrid battery cell imbalance; Starter motor issues; Airbag sensor warning; Infotainment touchscreen lag,Jeep Compass; Honda CR-V; Jaguar E-Pace,17985960.00
Tesla Model S 2009,Tesla,Model S,2009,Sedan,2.5L I4,Dual-Clutch (DCT),413,No,Petrol,15.1,340,10,7,90,Alternator failure; Battery degradation; Airbag sensor warning; Coolant leak; Fuel injector clogging,Tesla Model 3; Kia Seltos; Nissan Pathfinder,3148560.00
Mercedes-Benz GLS 2006,Mercedes-Benz,GLS,2006,Sedan,1.4L I4,Automatic,541,No,Diesel,15.5,281,10,7,80,Transmission jerking; Coolant leak; Airbag sensor warning; Alternator failure; Hybrid battery cell imbalance,Ford Mustang; Kia Sorento; Land Rover Range Rover Sport,2236680.00
Honda Pilot 2008,Honda,Pilot,2008,Hatchback,1.2L I4,Automatic,448,No,Petrol,9.1,688,2,6,65,Hybrid battery cell imbalance; Coolant leak; Alternator failure; Fuel injector clogging; Suspension noise,Volkswagen Polo; Honda HR-V; Tesla Model 3,1590120.00
Mercedes-Benz E-Class 2018,Mercedes-Benz,E-Class,2018,Sedan,1.5L I4,6-Speed Automatic,640,No,Petrol,9.7,721,4,6,40,Head gasket issue; Fuel injector clogging; Brake pad wear prematurely; Power steering leak; Timing chain stretch,Land Rover Defender; Audi A3; Mazda CX-5,4647960.00
BMW X3 2011,BMW,X3,2011,Convertible,1.6L I4,Dual-Clutch (DCT),866,No,Petrol,14.2,327,8,5,90,Power steering leak; AC compressor failure; Alternator failure; Hybrid battery cell imbalance; Brake pad wear prematurely,Volkswagen Passat; Nissan Navara; BMW 3 Series,3146760.00
Porsche 911 2021,Porsche,911,2021,Sedan,2.2L I4 Turbo,Automatic,518,No,Petrol,15.3,604,4,4,60,Alternator failure; Exhaust manifold crack; AC compressor failure; Brake pad wear prematurely; Airbag sensor warning,Toyota Prius; Jeep Compass; Nissan Maxima,10184040.00
Kia Sorento 2004,Kia,Sorento,2004,Hatchback,1.6L I4,6-Speed Automatic,844,No,Electric,11.8,731,6,6,55,Starter motor issues; Brake pad wear prematurely; Hybrid battery cell imbalance; Battery degradation; Exhaust manifold crack,Audi e-tron; Porsche 911; Hyundai Elantra,1613880.00
Mazda 2 2008,Mazda,2,2008,Crossover,1.0L I3,Dual-Clutch (DCT),481,Yes,Diesel,8.6,669,10,5,55,DPF clogging (diesel); Alternator failure; Transmission jerking; Starter motor issues; Coolant leak,Mercedes-Benz G-Class; Land Rover Discovery; Toyota Prius,671400.00
Land Rover Defender 2002,Land Rover,Defender,2002,MPV,Electric Motor (single),CVT,414,No,Diesel,,482,8,6,,Fuel injector clogging; Suspension noise; Power steering leak; Timing chain stretch; Window regulator failure,Toyota Hilux; Audi Q5; Mitsubishi Mirage,360000.00
Subaru WRX 2016,Subaru,WRX,2016,MPV,1.6L I4,Manual,769,No,Petrol,9,728,6,8,70,AC compressor failure; Turbocharger lag; Alternator failure; Timing chain stretch; Transmission jerking,Audi e-tron; Jaguar E-Pace; Mercedes-Benz A-Class,2107800.00
Land Rover Defender 2000,Land Rover,Defender,2000,Coupe,1.6L I4,Manual,793,No,Petrol,13.7,201,8,4,50,Alternator failure; Transmission jerking; DPF clogging (diesel); Fuel injector clogging; Head gasket issue,BMW X3; Jeep Wrangler; Subaru Forester,1287000.00
Nissan Pathfinder 2015,Nissan,Pathfinder,2015,Coupe,2.0L I4,Automatic,423,No,Petrol,15.6,745,6,6,55,DPF clogging (diesel); Coolant leak; AC compressor failure; Turbocharger lag; Alternator failure,Chevrolet Equinox; Audi Q5; Jeep Renegade,2718000.00
Ford Escape 2014,Ford,Escape,2014,Hatchback,5.0L V8,8-Speed Automatic,452,No,Electric,12.4,338,4,8,55,Brake pad wear prematurely; Battery degradation; Alternator failure; Oil leak from valve cover; Fuel injector clogging,Jeep Compass; Nissan Pathfinder; Hyundai Tucson,1196640.00
Porsche Macan 2006,Porsche,Macan,2006,Pickup,1.4L I4,CVT,713,No,Diesel,15.9,749,4,2,75,Fuel injector clogging; Coolant leak; Suspension noise; AC compressor failure; Power steering leak,Audi A3; Jeep Compass; Kia EV6,2427840.00
Nissan Altima 2018,Nissan,Altima,2018,MPV,2.2L I4 Turbo,8-Speed Automatic,400,No,Petrol,11.6,663,10,8,50,AC compressor failure; Alternator failure; Airbag sensor warning; Fuel injector clogging; Brake pad wear prematurely,Mercedes-Benz E-Class; Audi Q5; Ford Explorer,2672280.00
Mercedes-Benz E-Class 2006,Mercedes-Benz,E-Class,2006,MPV,2.0L I4,Automatic,635,Yes,Petrol,14.2,232,2,8,55,Battery degradation; Transmission jerking; DPF clogging (diesel); Starter motor issues; Turbocharger lag,Mercedes-Benz C-Class; Mitsubishi Pajero; Mazda 6,2476800.00
Toyota RAV4 2001,Toyota,RAV4,2001,SUV,1.8L I4,6-Speed Automatic,455,No,Petrol,8.7,625,2,6,55,Suspension noise; Fuel injector clogging; Head gasket issue; Coolant leak; Infotainment touchscreen lag,Mercedes-Benz E-Class; Jaguar I-Pace; Audi A4,825120.00
Jeep Compass 2005,Jeep,Compass,2005,Coupe,Electric Motor (single),CVT,610,No,Diesel,,220,4,6,,Transmission jerking; Hybrid battery cell imbalance; Coolant leak; Window regulator failure; Turbocharger lag,Nissan Juke; Nissan Navara; Ford Ranger,1273320.00
Audi A4 2017,Audi,A4,2017,SUV,Electric Dual Motor,Dual-Clutch (DCT),565,No,Electric,,329,4,2,,Head gasket issue; Coolant leak; Turbocharger lag; Timing chain stretch; Exhaust manifold crack,Jaguar F-Pace; Honda Odyssey; Volkswagen Touareg,6625440.00
Volkswagen Passat 2017,Volkswagen,Passat,2017,Sedan,1.6L I4,Automatic,618,No,Diesel,9.4,425,2,7,50,Airbag sensor warning; Window regulator failure; Turbocharger lag; DPF clogging (diesel); Coolant leak,Kia Carnival; Volvo XC90; Mercedes-Benz S-Class,3417120.00
Volkswagen ID.4 2010,Volkswagen,ID.4,2010,Sedan,1.0L I3,Manual,799,Yes,Petrol,8.2,231,2,5,50,Exhaust manifold crack; Turbocharger lag; Airbag sensor warning; Brake pad wear prematurely; Power steering leak,Nissan Leaf; Volvo S60; Mazda 3,2283840.00
Ford F-150 2023,Ford,F-150,2023,Coupe,1.6L I4,CVT,594,No,Diesel,13,496,6,5,50,Turbocharger lag; Coolant leak; Starter motor issues; Power steering leak; Transmission jerking,Jaguar XJ; Honda HR-V; Chevrolet Corvette,7230600.00
Mercedes-Benz A-Class 2024,Mercedes-Benz,A-Class,2024,Sedan,2.5L I4,8-Speed Automatic,560,No,Petrol,12.3,226,2,7,40,AC compressor failure; Fuel injector clogging; Timing chain stretch; Hybrid battery cell imbalance; Battery degradation,Tesla Model Y; Honda Pilot; Subaru Legacy,14927400.00
Volvo V60 2004,Volvo,V60,2004,Hatchback,4.0L V8,Dual-Clutch (DCT),520,No,Diesel,13.1,529,6,8,40,Battery degradation; Transmission jerking; Suspension noise; Hybrid battery cell imbalance; Oil leak from valve cover,Ford Mustang; Mitsubishi Outlander; Ford Ranger,1442880.00
Mazda 3 2007,Mazda,3,2007,Sports,5.0L V8,8-Speed Automatic,635,No,Diesel,8.2,738,4,4,45,Oil leak from valve cover; Fuel injector clogging; Airbag sensor warning; Alternator failure; Hybrid battery cell imbalance,Jaguar E-Pace; Nissan Pathfinder; Toyota Camry,508320.00
Volkswagen Arteon 2023,Volkswagen,Arteon,2023,SUV,2.4L I4,6-Speed Automatic,680,No,Petrol,17.3,728,4,6,55,Head gasket issue; Turbocharger lag; Hybrid battery cell imbalance; Fuel injector clogging; Timing chain stretch,Ford Edge; Chevrolet Equinox; Jeep Grand Cherokee,5718600.00
Jaguar I-Pace 2009,Jaguar,I-Pace,2009,MPV,1.8L I4,8-Speed Automatic,608,No,Petrol,16.8,333,6,8,80,DPF clogging (diesel); Brake pad wear prematurely; Alternator failure; Transmission jerking; Fuel injector clogging,Volvo XC90; Ford Mustang; Mazda CX-30,725040.00
Hyundai Palisade 2005,Hyundai,Palisade,2005,MPV,3.5L V6,CVT,843,No,Petrol,15.9,577,6,7,50,Transmission jerking; Brake pad wear prematurely; AC compressor failure; Turbocharger lag; Power steering leak,Kia Sportage; Jeep Renegade; Hyundai Sonata,740880.00
